Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201109,Other Notifiable Offences,Other Notifiable,17,Wandsworth
201109,Drugs,Possession Of Drugs,143,Ealing
201109,Theft and Handling,Theft From Motor Vehicle,263,Ealing
201109,Drugs,Drug Trafficking,17,Ealing
201109,Burglary,Burglary In A Dwelling,194,Ealing
201109,Violence Against The Person,Assault With Injury,160,Ealing
201109,Theft and Handling,Theft/Taking Of Pedal Cycle,58,Ealing
201109,Theft and Handling,Theft From Shops,108,Ealing
201109,Violence Against The Person,Harassment,160,Ealing
201109,Burglary,Burglary In Other Buildings,74,Ealing
201109,Robbery,Personal Property,89,Ealing
201109,Theft and Handling,Other Theft,224,Ealing
201109,Sexual Offences,Other Sexual,27,Ealing
201109,Theft and Handling,Motor Vehicle Interference and Tampering,12,Ealing
201109,Violence Against The Person,Other Violence,28,Ealing
201109,Theft and Handling,Handling Stolen Goods,7,Ealing
201109,Violence Against The Person,Common Assault,152,Ealing
201109,Violence Against The Person,Offensive Weapon,8,Ealing
201109,Theft and Handling,Theft/Taking Of Motor Vehicle,84,Ealing
201109,Criminal Damage,Criminal Damage To Other Building,20,Ealing
201109,Violence Against The Person,Wounding/GBH,27,Ealing
201109,Robbery,Business Property,6,Ealing
201109,Fraud and Forgery,Other Fraud and Forgery,28,Ealing
201109,Drugs,Other Drugs,1,Ealing
201109,Theft and Handling,Theft Person,69,Ealing
201109,Other Notifiable Offences,Other Notifiable,58,Ealing
201109,Sexual Offences,Rape,10,Ealing
201109,Criminal Damage,Other Criminal Damage,52,Ealing
201109,Criminal Damage,Criminal Damage To Motor Vehicle,107,Ealing
201109,Fraud and Forgery,Counted Per Victim,122,Ealing
201109,Criminal Damage,Criminal Damage To Dwelling,47,Ealing
201109,Other Notifiable Offences,Going Equipped,1,Ealing
201109,Theft and Handling,Other Theft,236,Hillingdon
201109,Theft and Handling,Theft/Taking Of Motor Vehicle,63,Hillingdon
201109,Theft and Handling,Handling Stolen Goods,9,Hillingdon
201109,Sexual Offences,Rape,9,Hillingdon
201109,Theft and Handling,Motor Vehicle Interference and Tampering,21,Hillingdon
201109,Fraud and Forgery,Counted Per Victim,58,Hillingdon
201109,Criminal Damage,Criminal Damage To Motor Vehicle,120,Hillingdon
201109,Burglary,Burglary In A Dwelling,204,Hillingdon
201109,Theft and Handling,Theft From Shops,72,Hillingdon
201109,Criminal Damage,Criminal Damage To Dwelling,41,Hillingdon
201109,Drugs,Possession Of Drugs,113,Hillingdon
201109,Burglary,Burglary In Other Buildings,86,Hillingdon
201109,Violence Against The Person,Harassment,141,Hillingdon
201109,Theft and Handling,Theft/Taking Of Pedal Cycle,29,Hillingdon
201109,Robbery,Personal Property,83,Hillingdon
201109,Drugs,Drug Trafficking,10,Hillingdon
201109,Violence Against The Person,Assault With Injury,194,Hillingdon
201109,Sexual Offences,Other Sexual,19,Hillingdon
201109,Robbery,Business Property,4,Hillingdon
201109,Violence Against The Person,Wounding/GBH,27,Hillingdon
201109,Violence Against The Person,Offensive Weapon,8,Hillingdon
201109,Criminal Damage,Criminal Damage To Other Building,20,Hillingdon
201109,Violence Against The Person,Other Violence,25,Hillingdon
201109,Other Notifiable Offences,Other Notifiable,23,Hillingdon
201109,Theft and Handling,Theft Person,31,Hillingdon
201109,Criminal Damage,Other Criminal Damage,50,Hillingdon
201109,Violence Against The Person,Common Assault,107,Hillingdon
201109,Theft and Handling,Theft From Motor Vehicle,249,Hillingdon
201109,Fraud and Forgery,Other Fraud and Forgery,13,Hillingdon
201109,Theft and Handling,Handling Stolen Goods,5,Enfield
201109,Fraud and Forgery,Other Fraud and Forgery,29,Enfield
201109,Theft and Handling,Theft From Motor Vehicle,241,Enfield
201109,Theft and Handling,Theft From Shops,47,Enfield
201109,Criminal Damage,Other Criminal Damage,44,Enfield
201109,Robbery,Personal Property,68,Enfield
201109,Other Notifiable Offences,Other Notifiable,30,Enfield
201109,Violence Against The Person,Harassment,62,Enfield
201109,Criminal Damage,Criminal Damage To Motor Vehicle,99,Enfield
201109,Violence Against The Person,Assault With Injury,116,Enfield
201109,Theft and Handling,Theft Person,23,Enfield
201109,Sexual Offences,Rape,10,Enfield
201109,Burglary,Burglary In Other Buildings,52,Enfield
201109,Burglary,Burglary In A Dwelling,200,Enfield
201109,Drugs,Other Drugs,3,Enfield
201109,Drugs,Possession Of Drugs,100,Enfield
201109,Sexual Offences,Other Sexual,22,Enfield
201109,Other Notifiable Offences,Going Equipped,2,Enfield
201109,Violence Against The Person,Wounding/GBH,13,Enfield
201109,Robbery,Business Property,5,Enfield
201109,Criminal Damage,Criminal Damage To Other Building,16,Enfield
201109,Theft and Handling,Other Theft,159,Enfield
201109,Theft and Handling,Theft/Taking Of Motor Vehicle,112,Enfield
201109,Violence Against The Person,Offensive Weapon,13,Enfield
201109,Violence Against The Person,Common Assault,96,Enfield
201109,Fraud and Forgery,Counted Per Victim,64,Enfield
201109,Theft and Handling,Theft/Taking Of Pedal Cycle,19,Enfield
201109,Drugs,Drug Trafficking,11,Enfield
201109,Theft and Handling,Motor Vehicle Interference and Tampering,22,Enfield
201109,Violence Against The Person,Other Violence,13,Enfield
201109,Criminal Damage,Criminal Damage To Dwelling,51,Enfield
201109,Violence Against The Person,Offensive Weapon,12,Haringey
201109,Sexual Offences,Other Sexual,19,Haringey
201109,Theft and Handling,Theft From Motor Vehicle,246,Haringey
201109,Criminal Damage,Criminal Damage To Motor Vehicle,100,Haringey
201109,Violence Against The Person,Assault With Injury,161,Haringey
201109,Criminal Damage,Criminal Damage To Other Building,23,Haringey
201109,Violence Against The Person,Common Assault,106,Haringey
201109,Robbery,Business Property,8,Haringey
201109,Theft and Handling,Theft Person,63,Haringey
201109,Other Notifiable Offences,Other Notifiable,26,Haringey
201109,Violence Against The Person,Wounding/GBH,27,Haringey
201109,Fraud and Forgery,Other Fraud and Forgery,12,Haringey
201109,Violence Against The Person,Other Violence,20,Haringey
201109,Criminal Damage,Other Criminal Damage,52,Haringey
201109,Violence Against The Person,Harassment,55,Haringey
201109,Criminal Damage,Criminal Damage To Dwelling,49,Haringey
201109,Other Notifiable Offences,Going Equipped,1,Haringey
201109,Violence Against The Person,Murder,1,Haringey
201109,Burglary,Burglary In Other Buildings,67,Haringey
201109,Theft and Handling,Theft/Taking Of Motor Vehicle,139,Haringey
201109,Theft and Handling,Theft From Shops,64,Haringey
201109,Drugs,Possession Of Drugs,122,Haringey
201109,Drugs,Drug Trafficking,5,Haringey
201109,Theft and Handling,Theft/Taking Of Pedal Cycle,39,Haringey
201109,Sexual Offences,Rape,10,Haringey
201109,Theft and Handling,Other Theft,180,Haringey
201109,Robbery,Personal Property,93,Haringey
201109,Theft and Handling,Handling Stolen Goods,3,Haringey
201109,Drugs,Other Drugs,2,Haringey
201109,Theft and Handling,Motor Vehicle Interference and Tampering,8,Haringey
201109,Burglary,Burglary In A Dwelling,202,Haringey
201109,Fraud and Forgery,Counted Per Victim,61,Haringey
201109,Burglary,Burglary In Other Buildings,130,Croydon
201109,Violence Against The Person,Common Assault,122,Croydon
201109,Sexual Offences,Rape,11,Croydon
201109,Drugs,Possession Of Drugs,197,Croydon
201109,Burglary,Burglary In A Dwelling,237,Croydon
201109,Drugs,Other Drugs,1,Croydon
201109,Theft and Handling,Theft From Shops,141,Croydon
201109,Robbery,Personal Property,118,Croydon
201109,Drugs,Drug Trafficking,7,Croydon
201109,Theft and Handling,Theft/Taking Of Pedal Cycle,39,Croydon
201109,Violence Against The Person,Assault With Injury,200,Croydon
201109,Violence Against The Person,Offensive Weapon,21,Croydon
201109,Violence Against The Person,Harassment,125,Croydon
201109,Theft and Handling,Theft/Taking Of Motor Vehicle,81,Croydon
201109,Theft and Handling,Handling Stolen Goods,9,Croydon
201109,Criminal Damage,Criminal Damage To Other Building,41,Croydon
201109,Theft and Handling,Theft From Motor Vehicle,222,Croydon
201109,Violence Against The Person,Wounding/GBH,20,Croydon
201109,Sexual Offences,Other Sexual,30,Croydon
201109,Theft and Handling,Other Theft,297,Croydon
201109,Fraud and Forgery,Counted Per Victim,93,Croydon
201109,Theft and Handling,Motor Vehicle Interference and Tampering,9,Croydon
201109,Violence Against The Person,Other Violence,24,Croydon
201109,Theft and Handling,Theft Person,66,Croydon
201109,Criminal Damage,Other Criminal Damage,63,Croydon
201109,Fraud and Forgery,Other Fraud and Forgery,20,Croydon
201109,Criminal Damage,Criminal Damage To Motor Vehicle,105,Croydon
201109,Criminal Damage,Criminal Damage To Dwelling,70,Croydon
201109,Other Notifiable Offences,Other Notifiable,30,Croydon
201109,Robbery,Business Property,7,Croydon
201109,Other Notifiable Offences,Going Equipped,1,Croydon
201109,Other Notifiable Offences,Going Equipped,1,Sutton
201109,Sexual Offences,Other Sexual,11,Sutton
201109,Theft and Handling,Motor Vehicle Interference and Tampering,7,Sutton
201109,Theft and Handling,Handling Stolen Goods,4,Sutton
201109,Criminal Damage,Criminal Damage To Motor Vehicle,58,Sutton
201109,Other Notifiable Offences,Other Notifiable,5,Sutton
201109,Theft and Handling,Theft Person,8,Sutton
201109,Fraud and Forgery,Other Fraud and Forgery,8,Sutton
201109,Criminal Damage,Criminal Damage To Dwelling,23,Sutton
201109,Sexual Offences,Rape,4,Sutton
201109,Criminal Damage,Other Criminal Damage,21,Sutton
201109,Theft and Handling,Theft From Motor Vehicle,90,Sutton
201109,Drugs,Drug Trafficking,2,Sutton
201109,Violence Against The Person,Wounding/GBH,6,Sutton
201109,Criminal Damage,Criminal Damage To Other Building,13,Sutton
201109,Fraud and Forgery,Counted Per Victim,23,Sutton
201109,Violence Against The Person,Common Assault,57,Sutton
201109,Theft and Handling,Other Theft,122,Sutton
201109,Theft and Handling,Theft/Taking Of Motor Vehicle,19,Sutton
201109,Violence Against The Person,Other Violence,10,Sutton
201109,Burglary,Burglary In Other Buildings,59,Sutton
201109,Robbery,Personal Property,21,Sutton
201109,Violence Against The Person,Assault With Injury,73,Sutton
201109,Violence Against The Person,Offensive Weapon,3,Sutton
201109,Theft and Handling,Theft/Taking Of Pedal Cycle,13,Sutton
201109,Drugs,Possession Of Drugs,38,Sutton
201109,Violence Against The Person,Harassment,47,Sutton
201109,Theft and Handling,Theft From Shops,100,Sutton
201109,Burglary,Burglary In A Dwelling,53,Sutton
201110,Burglary,Burglary In Other Buildings,51,Kensington and Chelsea
201110,Robbery,Personal Property,43,Kensington and Chelsea
201110,Sexual Offences,Other Sexual,12,Kensington and Chelsea
201110,Theft and Handling,Motor Vehicle Interference and Tampering,5,Kensington and Chelsea
201110,Violence Against The Person,Harassment,53,Kensington and Chelsea
201110,Other Notifiable Offences,Going Equipped,1,Kensington and Chelsea
201110,Burglary,Burglary In A Dwelling,72,Kensington and Chelsea
201110,Theft and Handling,Theft From Motor Vehicle,99,Kensington and Chelsea
201110,Criminal Damage,Criminal Damage To Other Building,7,Kensington and Chelsea
201110,Violence Against The Person,Other Violence,4,Kensington and Chelsea
201110,Violence Against The Person,Common Assault,71,Kensington and Chelsea
201110,Criminal Damage,Criminal Damage To Motor Vehicle,29,Kensington and Chelsea
201110,Theft and Handling,Theft Person,101,Kensington and Chelsea
201110,Other Notifiable Offences,Other Notifiable,10,Kensington and Chelsea
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,65,Kensington and Chelsea
201110,Sexual Offences,Rape,8,Kensington and Chelsea
201110,Criminal Damage,Criminal Damage To Dwelling,17,Kensington and Chelsea
201110,Fraud and Forgery,Other Fraud and Forgery,25,Kensington and Chelsea
201110,Criminal Damage,Other Criminal Damage,21,Kensington and Chelsea
201110,Violence Against The Person,Offensive Weapon,5,Kensington and Chelsea
201110,Theft and Handling,Handling Stolen Goods,5,Kensington and Chelsea
201110,Theft and Handling,Other Theft,453,Kensington and Chelsea
201110,Violence Against The Person,Assault With Injury,69,Kensington and Chelsea
201110,Fraud and Forgery,Counted Per Victim,37,Kensington and Chelsea
201110,Violence Against The Person,Wounding/GBH,6,Kensington and Chelsea
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,38,Kensington and Chelsea
201110,Drugs,Drug Trafficking,7,Kensington and Chelsea
201110,Theft and Handling,Theft From Shops,133,Kensington and Chelsea
201110,Drugs,Possession Of Drugs,108,Kensington and Chelsea
201110,Theft and Handling,Theft From Shops,365,Westminster
201110,Other Notifiable Offences,Going Equipped,3,Westminster
201110,Fraud and Forgery,Counted Per Victim,102,Westminster
201110,Fraud and Forgery,Other Fraud and Forgery,88,Westminster
201110,Criminal Damage,Other Criminal Damage,63,Westminster
201110,Robbery,Personal Property,141,Westminster
201110,Theft and Handling,Handling Stolen Goods,10,Westminster
201110,Burglary,Burglary In Other Buildings,159,Westminster
201110,Theft and Handling,Other Theft,1784,Westminster
201110,Burglary,Burglary In A Dwelling,90,Westminster
201110,Other Notifiable Offences,Other Notifiable,45,Westminster
201110,Sexual Offences,Other Sexual,31,Westminster
201110,Theft and Handling,Theft Person,784,Westminster
201110,Violence Against The Person,Harassment,196,Westminster
201110,Criminal Damage,Criminal Damage To Other Building,55,Westminster
201110,Robbery,Business Property,12,Westminster
201110,Drugs,Drug Trafficking,16,Westminster
201110,Violence Against The Person,Wounding/GBH,55,Westminster
201110,Theft and Handling,Motor Vehicle Interference and Tampering,4,Westminster
201110,Drugs,Possession Of Drugs,639,Westminster
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,38,Westminster
201110,Violence Against The Person,Offensive Weapon,14,Westminster
201110,Criminal Damage,Criminal Damage To Motor Vehicle,63,Westminster
201110,Violence Against The Person,Assault With Injury,272,Westminster
201110,Violence Against The Person,Other Violence,31,Westminster
201110,Sexual Offences,Rape,11,Westminster
201110,Theft and Handling,Theft From Motor Vehicle,206,Westminster
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,175,Westminster
201110,Drugs,Other Drugs,2,Westminster
201110,Criminal Damage,Criminal Damage To Dwelling,31,Westminster
201110,Violence Against The Person,Common Assault,184,Westminster
201110,Violence Against The Person,Wounding/GBH,21,Camden
201110,Criminal Damage,Criminal Damage To Other Building,25,Camden
201110,Violence Against The Person,Common Assault,135,Camden
201110,Theft and Handling,Other Theft,731,Camden
201110,Sexual Offences,Other Sexual,26,Camden
201110,Violence Against The Person,Offensive Weapon,8,Camden
201110,Robbery,Business Property,6,Camden
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,138,Camden
201110,Theft and Handling,Handling Stolen Goods,8,Camden
201110,Theft and Handling,Theft From Shops,129,Camden
201110,Criminal Damage,Criminal Damage To Dwelling,44,Camden
201110,Robbery,Personal Property,131,Camden
201110,Other Notifiable Offences,Going Equipped,2,Camden
201110,Violence Against The Person,Other Violence,15,Camden
201110,Drugs,Possession Of Drugs,243,Camden
201110,Fraud and Forgery,Other Fraud and Forgery,46,Camden
201110,Theft and Handling,Theft From Motor Vehicle,199,Camden
201110,Sexual Offences,Rape,15,Camden
201110,Drugs,Other Drugs,3,Camden
201110,Fraud and Forgery,Counted Per Victim,53,Camden
201110,Criminal Damage,Other Criminal Damage,37,Camden
201110,Theft and Handling,Theft Person,384,Camden
201110,Other Notifiable Offences,Other Notifiable,28,Camden
201110,Violence Against The Person,Harassment,137,Camden
201110,Burglary,Burglary In A Dwelling,97,Camden
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,49,Camden
201110,Criminal Damage,Criminal Damage To Motor Vehicle,60,Camden
201110,Theft and Handling,Motor Vehicle Interference and Tampering,12,Camden
201110,Violence Against The Person,Assault With Injury,186,Camden
201110,Drugs,Drug Trafficking,28,Camden
201110,Burglary,Burglary In Other Buildings,116,Camden
201110,Fraud and Forgery,Other Fraud and Forgery,20,Hammersmith and Fulham
201110,Other Notifiable Offences,Going Equipped,4,Hammersmith and Fulham
201110,Theft and Handling,Theft From Shops,162,Hammersmith and Fulham
201110,Criminal Damage,Other Criminal Damage,34,Hammersmith and Fulham
201110,Fraud and Forgery,Counted Per Victim,35,Hammersmith and Fulham
201110,Theft and Handling,Motor Vehicle Interference and Tampering,13,Hammersmith and Fulham
201110,Theft and Handling,Theft Person,112,Hammersmith and Fulham
201110,Other Notifiable Offences,Other Notifiable,25,Hammersmith and Fulham
201110,Violence Against The Person,Murder,1,Hammersmith and Fulham
201110,Violence Against The Person,Assault With Injury,87,Hammersmith and Fulham
201110,Criminal Damage,Criminal Damage To Motor Vehicle,46,Hammersmith and Fulham
201110,Robbery,Business Property,3,Hammersmith and Fulham
201110,Violence Against The Person,Offensive Weapon,17,Hammersmith and Fulham
201110,Violence Against The Person,Wounding/GBH,11,Hammersmith and Fulham
201110,Criminal Damage,Criminal Damage To Other Building,15,Hammersmith and Fulham
201110,Theft and Handling,Other Theft,277,Hammersmith and Fulham
201110,Robbery,Personal Property,68,Hammersmith and Fulham
201110,Burglary,Burglary In A Dwelling,132,Hammersmith and Fulham
201110,Theft and Handling,Handling Stolen Goods,15,Hammersmith and Fulham
201110,Burglary,Burglary In Other Buildings,55,Hammersmith and Fulham
201110,Sexual Offences,Rape,10,Hammersmith and Fulham
201110,Drugs,Drug Trafficking,15,Hammersmith and Fulham
201110,Drugs,Other Drugs,1,Hammersmith and Fulham
201110,Sexual Offences,Other Sexual,12,Hammersmith and Fulham
201110,Violence Against The Person,Other Violence,11,Hammersmith and Fulham
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,50,Hammersmith and Fulham
201110,Theft and Handling,Theft From Motor Vehicle,183,Hammersmith and Fulham
201110,Drugs,Possession Of Drugs,84,Hammersmith and Fulham
201110,Violence Against The Person,Common Assault,112,Hammersmith and Fulham
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,114,Hammersmith and Fulham
201110,Violence Against The Person,Harassment,148,Hammersmith and Fulham
201110,Criminal Damage,Criminal Damage To Dwelling,44,Hammersmith and Fulham
201110,Theft and Handling,Theft Person,214,Hackney
201110,Burglary,Burglary In Other Buildings,52,Hackney
201110,Violence Against The Person,Offensive Weapon,13,Hackney
201110,Violence Against The Person,Harassment,107,Hackney
201110,Robbery,Business Property,7,Hackney
201110,Theft and Handling,Motor Vehicle Interference and Tampering,19,Hackney
201110,Other Notifiable Offences,Going Equipped,1,Hackney
201110,Criminal Damage,Other Criminal Damage,34,Hackney
201110,Robbery,Personal Property,89,Hackney
201110,Other Notifiable Offences,Other Notifiable,23,Hackney
201110,Violence Against The Person,Assault With Injury,162,Hackney
201110,Criminal Damage,Criminal Damage To Motor Vehicle,57,Hackney
201110,Fraud and Forgery,Other Fraud and Forgery,24,Hackney
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,185,Hackney
201110,Sexual Offences,Other Sexual,20,Hackney
201110,Theft and Handling,Other Theft,356,Hackney
201110,Drugs,Drug Trafficking,16,Hackney
201110,Sexual Offences,Rape,9,Hackney
201110,Drugs,Other Drugs,2,Hackney
201110,Criminal Damage,Criminal Damage To Other Building,21,Hackney
201110,Theft and Handling,Theft From Motor Vehicle,177,Hackney
201110,Burglary,Burglary In A Dwelling,110,Hackney
201110,Violence Against The Person,Other Violence,27,Hackney
201110,Fraud and Forgery,Counted Per Victim,37,Hackney
201110,Criminal Damage,Criminal Damage To Dwelling,40,Hackney
201110,Violence Against The Person,Murder,1,Hackney
201110,Theft and Handling,Theft From Shops,54,Hackney
201110,Violence Against The Person,Wounding/GBH,22,Hackney
201110,Violence Against The Person,Common Assault,144,Hackney
201110,Theft and Handling,Handling Stolen Goods,6,Hackney
201110,Drugs,Possession Of Drugs,152,Hackney
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,104,Hackney
201110,Violence Against The Person,Common Assault,140,Tower Hamlets
201110,Criminal Damage,Criminal Damage To Dwelling,58,Tower Hamlets
201110,Theft and Handling,Theft From Shops,51,Tower Hamlets
201110,Drugs,Possession Of Drugs,248,Tower Hamlets
201110,Theft and Handling,Theft From Motor Vehicle,145,Tower Hamlets
201110,Theft and Handling,Handling Stolen Goods,7,Tower Hamlets
201110,Violence Against The Person,Wounding/GBH,39,Tower Hamlets
201110,Robbery,Business Property,16,Tower Hamlets
201110,Drugs,Other Drugs,1,Tower Hamlets
201110,Criminal Damage,Criminal Damage To Other Building,19,Tower Hamlets
201110,Fraud and Forgery,Counted Per Victim,97,Tower Hamlets
201110,Violence Against The Person,Offensive Weapon,14,Tower Hamlets
201110,Sexual Offences,Other Sexual,26,Tower Hamlets
201110,Theft and Handling,Other Theft,349,Tower Hamlets
201110,Violence Against The Person,Other Violence,18,Tower Hamlets
201110,Sexual Offences,Rape,9,Tower Hamlets
201110,Burglary,Burglary In Other Buildings,83,Tower Hamlets
201110,Theft and Handling,Motor Vehicle Interference and Tampering,7,Tower Hamlets
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,130,Tower Hamlets
201110,Criminal Damage,Criminal Damage To Motor Vehicle,85,Tower Hamlets
201110,Other Notifiable Offences,Other Notifiable,39,Tower Hamlets
201110,Theft and Handling,Theft Person,119,Tower Hamlets
201110,Violence Against The Person,Assault With Injury,125,Tower Hamlets
201110,Robbery,Personal Property,122,Tower Hamlets
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,82,Tower Hamlets
201110,Burglary,Burglary In A Dwelling,121,Tower Hamlets
201110,Fraud and Forgery,Other Fraud and Forgery,29,Tower Hamlets
201110,Criminal Damage,Other Criminal Damage,49,Tower Hamlets
201110,Violence Against The Person,Harassment,100,Tower Hamlets
201110,Drugs,Drug Trafficking,18,Tower Hamlets
201110,Other Notifiable Offences,Going Equipped,4,Tower Hamlets
201110,Fraud and Forgery,Other Fraud and Forgery,30,Waltham Forest
201110,Drugs,Drug Trafficking,4,Waltham Forest
201110,Criminal Damage,Other Criminal Damage,46,Waltham Forest
201110,Violence Against The Person,Harassment,112,Waltham Forest
201110,Criminal Damage,Criminal Damage To Other Building,10,Waltham Forest
201110,Violence Against The Person,Wounding/GBH,22,Waltham Forest
201110,Robbery,Business Property,10,Waltham Forest
201110,Sexual Offences,Other Sexual,17,Waltham Forest
201110,Theft and Handling,Other Theft,210,Waltham Forest
201110,Violence Against The Person,Offensive Weapon,6,Waltham Forest
201110,Burglary,Burglary In A Dwelling,219,Waltham Forest
201110,Other Notifiable Offences,Other Notifiable,17,Waltham Forest
201110,Burglary,Burglary In Other Buildings,64,Waltham Forest
201110,Theft and Handling,Motor Vehicle Interference and Tampering,12,Waltham Forest
201110,Theft and Handling,Theft Person,82,Waltham Forest
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,160,Waltham Forest
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,56,Waltham Forest
201110,Criminal Damage,Criminal Damage To Motor Vehicle,86,Waltham Forest
201110,Robbery,Personal Property,122,Waltham Forest
201110,Theft and Handling,Theft From Shops,48,Waltham Forest
201110,Violence Against The Person,Assault With Injury,130,Waltham Forest
201110,Criminal Damage,Criminal Damage To Dwelling,55,Waltham Forest
201110,Violence Against The Person,Other Violence,17,Waltham Forest
201110,Theft and Handling,Theft From Motor Vehicle,237,Waltham Forest
201110,Fraud and Forgery,Counted Per Victim,41,Waltham Forest
201110,Drugs,Other Drugs,1,Waltham Forest
201110,Sexual Offences,Rape,12,Waltham Forest
201110,Violence Against The Person,Common Assault,133,Waltham Forest
201110,Theft and Handling,Handling Stolen Goods,4,Waltham Forest
201110,Drugs,Possession Of Drugs,102,Waltham Forest
201110,Drugs,Possession Of Drugs,178,Redbridge
201110,Other Notifiable Offences,Going Equipped,2,Redbridge
201110,Fraud and Forgery,Counted Per Victim,122,Redbridge
201110,Theft and Handling,Other Theft,221,Redbridge
201110,Violence Against The Person,Harassment,80,Redbridge
201110,Theft and Handling,Theft From Shops,91,Redbridge
201110,Theft and Handling,Handling Stolen Goods,2,Redbridge
201110,Burglary,Burglary In Other Buildings,49,Redbridge
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,110,Redbridge
201110,Robbery,Business Property,7,Redbridge
201110,Violence Against The Person,Common Assault,84,Redbridge
201110,Drugs,Drug Trafficking,13,Redbridge
201110,Theft and Handling,Theft From Motor Vehicle,312,Redbridge
201110,Theft and Handling,Motor Vehicle Interference and Tampering,15,Redbridge
201110,Criminal Damage,Other Criminal Damage,41,Redbridge
201110,Sexual Offences,Rape,7,Redbridge
201110,Violence Against The Person,Assault With Injury,110,Redbridge
201110,Fraud and Forgery,Other Fraud and Forgery,19,Redbridge
201110,Drugs,Other Drugs,3,Redbridge
201110,Theft and Handling,Theft Person,47,Redbridge
201110,Sexual Offences,Other Sexual,17,Redbridge
201110,Violence Against The Person,Offensive Weapon,10,Redbridge
201110,Burglary,Burglary In A Dwelling,314,Redbridge
201110,Criminal Damage,Criminal Damage To Motor Vehicle,120,Redbridge
201110,Criminal Damage,Criminal Damage To Dwelling,60,Redbridge
201110,Robbery,Personal Property,94,Redbridge
201110,Violence Against The Person,Other Violence,12,Redbridge
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,18,Redbridge
201110,Violence Against The Person,Wounding/GBH,23,Redbridge
201110,Criminal Damage,Criminal Damage To Other Building,21,Redbridge
201110,Other Notifiable Offences,Other Notifiable,23,Redbridge
201110,Robbery,Personal Property,32,Havering
201110,Fraud and Forgery,Counted Per Victim,50,Havering
201110,Violence Against The Person,Wounding/GBH,20,Havering
201110,Violence Against The Person,Offensive Weapon,10,Havering
201110,Theft and Handling,Theft From Shops,109,Havering
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,42,Havering
201110,Theft and Handling,Theft From Motor Vehicle,134,Havering
201110,Sexual Offences,Rape,7,Havering
201110,Drugs,Drug Trafficking,8,Havering
201110,Theft and Handling,Other Theft,163,Havering
201110,Drugs,Other Drugs,1,Havering
201110,Criminal Damage,Criminal Damage To Other Building,14,Havering
201110,Sexual Offences,Other Sexual,16,Havering
201110,Burglary,Burglary In A Dwelling,161,Havering
201110,Violence Against The Person,Common Assault,68,Havering
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,86,Havering
201110,Fraud and Forgery,Other Fraud and Forgery,10,Havering
201110,Theft and Handling,Handling Stolen Goods,8,Havering
201110,Criminal Damage,Other Criminal Damage,27,Havering
201110,Criminal Damage,Criminal Damage To Dwelling,37,Havering
201110,Other Notifiable Offences,Other Notifiable,16,Havering
201110,Violence Against The Person,Assault With Injury,88,Havering
201110,Violence Against The Person,Harassment,60,Havering
201110,Criminal Damage,Criminal Damage To Motor Vehicle,57,Havering
201110,Drugs,Possession Of Drugs,82,Havering
201110,Violence Against The Person,Other Violence,8,Havering
201110,Theft and Handling,Theft Person,24,Havering
201110,Robbery,Business Property,1,Havering
201110,Other Notifiable Offences,Going Equipped,3,Havering
201110,Theft and Handling,Motor Vehicle Interference and Tampering,7,Havering
201110,Burglary,Burglary In Other Buildings,56,Havering
201110,Drugs,Drug Trafficking,9,Newham
201110,Burglary,Burglary In Other Buildings,79,Newham
201110,Theft and Handling,Motor Vehicle Interference and Tampering,50,Newham
201110,Theft and Handling,Handling Stolen Goods,6,Newham
201110,Other Notifiable Offences,Going Equipped,6,Newham
201110,Criminal Damage,Criminal Damage To Dwelling,74,Newham
201110,Violence Against The Person,Harassment,104,Newham
201110,Violence Against The Person,Assault With Injury,165,Newham
201110,Violence Against The Person,Other Violence,26,Newham
201110,Criminal Damage,Criminal Damage To Motor Vehicle,63,Newham
201110,Theft and Handling,Theft/Taking Of Motor Vehicle,134,Newham
201110,Fraud and Forgery,Other Fraud and Forgery,47,Newham
201110,Other Notifiable Offences,Other Notifiable,30,Newham
201110,Theft and Handling,Theft Person,151,Newham
201110,Criminal Damage,Other Criminal Damage,48,Newham
201110,Drugs,Possession Of Drugs,183,Newham
201110,Theft and Handling,Theft/Taking Of Pedal Cycle,69,Newham
201110,Sexual Offences,Rape,12,Newham
201110,Fraud and Forgery,Counted Per Victim,65,Newham
201110,Violence Against The Person,Wounding/GBH,29,Newham
